nazev,nazev_zkrac,izo,ico,druh,druh_nazev,kraj,okres,obec,ulice,psc,kapacita,pocet_zaku,email,telefon,web,zrizovatel,zrizovatel_typ,reditel,datum_vzniku,rúian,lat,lon,competition_count,competition_density,dotace_had,dotace_last_year,dotace_total_czk,score_total,score_dotace,score_size,score_vz_gap,score_region,score_competition,pristup,pristup_label,priorita,rank
"Základní škola a Mateřská škola T. G. Masaryka Krabčice, příspěvková organizace",ZŠ a MŠ T. G. Masaryka,102305757,72744791,B00,Základní škola,Ústecký kraj,Litoměřice,Krabčice,None 86,41187,54.0,37,zskrabcice@seznam.cz,,,Obec Krabčice,2,Mgr. Jana Vaňková,2005-01-01,16695127.0,50.405371,14.3013154,0,0.5,False,,0,29.0,0.0,0.0,15.0,9.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4979
"Základní škola a Mateřská škola České Kopisty, okres Litoměřice, příspěvková organizace",Základní škola a Mateřská škola,102305706,72753765,B00,Základní škola,Ústecký kraj,Litoměřice,Terezín,None 84,41201,26.0,18,zsck@volny.cz,,,Město Terezín,2,Mgr. Ivana Talská,2005-01-01,16648951.0,50.510716,14.149717,0,0.5,False,,0,29.0,0.0,0.0,15.0,9.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4980
"Základní škola a mateřská škola Podsedice, okres Litoměřice",Základní škola a mateřská škola,102000239,72742844,B00,Základní škola,Ústecký kraj,Litoměřice,Podsedice,None 85,41115,60.0,42,zspodsedice@post.cz,,,Obec Podsedice,2,Bc.  Barbora Kesler,2005-01-01,17724872.0,50.4719843,13.948284,0,0.5,False,,0,29.0,0.0,0.0,15.0,9.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4981
Základní škola a Mateřská škola Domoušice,Základní škola a Mateřská škola,102377243,72754401,B00,Základní škola,Ústecký kraj,Louny,Domoušice,None 199,43968,20.0,14,evcamuzikova@email.cz,,,Obec Domoušice,2,Mgr. Iveta Karpíšková,2005-01-01,9124551.0,50.2341514,13.7295157,0,0.5,False,,0,29.0,0.0,0.0,15.0,9.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4982
"Základní škola a Mateřská škola Klapý, okres Litoměřice",Základní škola a Mateřská škola,102305731,72742321,B00,Základní škola,Ústecký kraj,Litoměřice,Klapý,None 85,41116,60.0,42,skola.klapy@seznam.cz,,,Obec Klapý,2,Mgr. Irena Komárková,2005-01-01,16689372.0,50.4314351,14.0064723,0,0.5,False,,0,29.0,0.0,0.0,15.0,9.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4983
"Základní škola a Mateřská škola Chodouny, příspěvková organizace",Základní škola a Mateřská škola,102305781,75003546,B00,Základní škola,Ústecký kraj,Litoměřice,Chodouny,None 119,41171,35.0,24,skola@zsmschodouny.cz,,,Obec Chodouny,2,Mgr. Lenka Jurczaková,2005-01-01,16679172.0,50.4731695,14.2504798,0,0.5,False,,0,29.0,0.0,0.0,15.0,9.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4984
"Základní škola a Mateřská škola Sulejovice, příspěvková organizace",Základní škola a Mateřská škola,102305889,72745291,B00,Základní škola,Ústecký kraj,Litoměřice,Sulejovice,Kaplířova 94,41111,60.0,42,zs.sulejovice@seznam.cz,,,Obec Sulejovice,2,Mgr. Marcela Házlová,2005-01-01,16795938.0,50.498847,14.0349775,0,0.5,False,,0,29.0,0.0,0.0,15.0,9.0,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4985
Základní škola a Mateřská škola Havlovice,Základní škola a Mateřská škola,102578052,71003878,B00,Základní škola,Královéhradecký kraj,Trutnov,Havlovice,None 38,54232,48.0,33,zs.havlovice@volny.cz,,,Obec Havlovice,2,Mgr. Jaroslav Balcar,2005-01-01,2335387.0,50.4875271,16.0293223,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4986
"Mateřská škola, Základní škola a Praktická škola, Trutnov","Mateř. škola, Zákl. škola a Prakt. škola",181031574,70841179,C00,Střední škola,Královéhradecký kraj,Trutnov,Trutnov,Horská 160,54102,42.0,29,mzps.trutnov@volny.cz,,,Královéhradecký kraj,7,Mgr. Jaromír Vašíček,2011-10-04,2276666.0,50.5886063,15.883305,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4987
"Základní škola a Mateřská škola, Lovčice, okres Hradec Králové",Základní škola a Mateřská škola,102066540,75015854,B00,Základní škola,Královéhradecký kraj,Hradec Králové,Lovčice,None 73,50361,60.0,42,zslovcice@seznam.cz,,,Obec Lovčice,2,Mgr. Ondřejka Šraierová,2005-01-01,15767311.0,50.1664322,15.3826679,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4988
Speciální základní škola a střední škola Svitavy,Speciální základní škola a střední škola,181068729,70838283,C00,Střední škola,Pardubický kraj,Svitavy,Svitavy,Milady Horákové 493,56802,24.0,16,specialni.skola@svitavy.cz,,,Pardubický kraj,7,Mgr. Magdalena Dvořáková,2015-03-26,,49.7590545,16.466374,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4989
"Speciální základní škola, mateřská škola a praktická škola Moravská Třebová","Speciální ZŠ, MŠ a praktická škola",110013514,62033034,C00,Střední škola,Pardubický kraj,Svitavy,Moravská Třebová,9. května 553,57101,35.0,24,zastupce@specmt.com,,,Pardubický kraj,7,Mgr. Miloš Kostka,2005-01-01,15976092.0,49.7605138,16.6625382,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4990
"Základní škola speciální, Semily, Nádražní 213, příspěvková organizace",Základní škola speciální,108009777,70839999,B00,Základní škola,Liberecký kraj,Semily,Semily,Nádražní 213,51301,35.0,24,iva-vanatkova@centrum.cz,,,Liberecký kraj,7,Mgr. Iva Vaňátková,2005-01-01,16933656.0,50.6017783,15.3222683,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4991
"Základní škola, Dobruška, Opočenská 115",Základní škola,110003519,70152501,B00,Základní škola,Královéhradecký kraj,Rychnov nad Kněžnou,Dobruška,Opočenská 115,51801,55.0,38,zsopocenska@dkanet.cz,,,Královéhradecký kraj,7,Mgr. Andrea Stonjeková,2005-01-01,9858288.0,50.2893463,16.1555363,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4992
"Základní škola a Praktická škola, Rychnov nad Kněžnou, Kolowratská 485",Základní škola a Praktická škola,181007304,70152497,C00,Střední škola,Královéhradecký kraj,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Českých bratří 1388,51601,42.0,29,kolowratska@seznam.cz,,,Královéhradecký kraj,7,Mgr. Monika Stančeková,2009-01-14,9854207.0,50.1657688,16.2697625,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4993
Speciální základní škola a praktická škola Chrudim,Speciální ZŠ a praktická škola Chrudim,181096994,72085410,C00,Střední škola,Pardubický kraj,Chrudim,Chrudim,Školní náměstí 228,53701,20.0,14,info@spzschrudim.cz,,,Pardubický kraj,7,Mgr. Jitka Činčalová,2018-04-27,26552507.0,49.9516388,15.7971796,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4994
"Praktická škola, Základní škola a Mateřská škola Josefa Zemana, Náchod",ZŠ a MŠ Josefa Zemana,181083787,70836418,C00,Střední škola,Královéhradecký kraj,Náchod,Náchod,Raisova 677,54701,19.0,13,ivo.feistauer@zsjzemana.cz,,,Královéhradecký kraj,7,Ing. Ivo Feistauer,2016-11-23,7446381.0,50.4157363,16.1679963,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4995
Základní škola České Heřmanice,Základní škola,102642362,72088591,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,České Heřmanice,None 50,56552,40.0,28,zs@ceskehermanice.cz,,,Obec České Heřmanice,2,Mgr. Jaroslava Kafková,2005-01-01,5645794.0,49.931347,16.2590611,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4996
"Základní škola a Lesní mateřská škola Pravrch, z. ú.","ZŠ a Lesní MŠ Pravrch, z.ú.",181087103,01898159,B00,Základní škola,Královéhradecký kraj,Trutnov,Vrchlabí,Pražská 858,54301,62.0,43,linda.zelenkova@pravrch.cz,,,,5,Linda Zelenková,2017-03-30,2308819.0,50.6202888,15.6093325,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4997
Základní škola NaŽivo,Základní škola NaŽivo,181120127,10824693,B00,Základní škola,Pardubický kraj,Svitavy,Květná,None 92,57201,20.0,14,reditel@zsnazivo.cz,,,"Cestou spolu, z. s.",5,Mgr. Světlana Kluková,2021-03-31,1846493.0,49.736161,16.346249,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4998
"Základní škola a Mateřská škola, Dolní Olešnice, okres Trutnov",Základní škola a Mateřská škola,102578036,75016591,B00,Základní škola,Královéhradecký kraj,Trutnov,Dolní Olešnice,None 41,54371,40.0,28,zsdolniolesnice@seznam.cz,,,Obec Dolní Olešnice,2,Mgr. Kateřina Petružálková,2005-01-01,2320941.0,50.5242142,15.7121138,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,4999
"Speciální mateřská škola, základní škola a praktická škola Pardubice","Speciální MŠ, ZŠ a praktická škola",110013573,60158981,C00,Střední škola,Pardubický kraj,Pardubice,Pardubice,Do Nového 1131,53003,40.0,28,zvskla@volny.cz,,,Pardubický kraj,7,Mgr. Bronislava Štursová,2005-01-01,7787197.0,50.0452068,15.7947116,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5000
"Základní škola ALVALÍDA, s.r.o.","Základní škola ALVALÍDA, s.r.o.",108030687,25023519,B00,Základní škola,Liberecký kraj,Liberec,Liberec,Hanychovská 743,46007,12.0,8,alvalida@seznam.cz,,,,5,Mgr. Petra Havlíčková,2005-01-01,23773049.0,50.7580196,15.0426018,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5001
"Dětský domov se školou a základní škola, Kostelec nad Orlicí, Tyršova 7",Dětský domov se školou a základní škola,110013662,60884754,B00,Základní škola,Královéhradecký kraj,Rychnov nad Kněžnou,Kostelec nad Orlicí,Tyršova 7,51741,40.0,28,dds.kostelec@tiscali.cz,,,"Ministerstvo školství, mládeže a tělovýchovy",1,Mgr. Lenka Stančíková,2005-01-01,9735640.0,50.1220213,16.2152763,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5002
Základní škola speciální a praktická škola Diakonie ČCE Vrchlabí,ZŠ speciální a prakt. škola Diakonie ČCE,181045231,71197621,C00,Střední škola,Královéhradecký kraj,Trutnov,Vrchlabí,Komenského 616,54301,28.0,19,sps.dcce.vrchlabi@seznam.cz,,,Diakonie Českobratrské církve evangelické,6,Mgr. Magda Kumprechtová,2013-02-22,2306701.0,50.6189055,15.6125726,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5003
"Střední průmyslová škola, Odborná škola a Základní škola, Nové Město nad Metují","SPŠ, Odborná škola a Základní škola",150024762,48623725,B00,Základní škola,Královéhradecký kraj,Náchod,Nové Město nad Metují,Českých bratří 1035,54901,70.0,49,sekretariat@skolynome.cz,,,Královéhradecký kraj,7,Mgr. Klára Barešová,2005-01-01,7408161.0,50.3412563,16.1553413,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5004
Základní škola a Mateřská škola v Olešnici v Orlických horách,Základní škola a Mateřská škola,181047748,71294091,B00,Základní škola,Královéhradecký kraj,Rychnov nad Kněžnou,Olešnice v Orlických horách,None 120,51783,32.0,22,zakladniskola@olesnice.net,,,Obec Olešnice v Orlických horách,2,Mgr. Renata Bachurová,2013-06-24,21539464.0,50.3734011,16.3101121,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5005
"Základní škola a Mateřská škola, Dolní Kalná, okres Trutnov",Základní škola a Mateřská škola,102578273,75017351,B00,Základní škola,Královéhradecký kraj,Trutnov,Dolní Kalná,None 7,54374,70.0,49,zsdolnikalna@seznam.cz,,,Obec Dolní Kalná,2,Mgr. Jiřina Šmídová,2005-01-01,20355114.0,50.538874,15.6391934,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5006
Základní škola speciální Neratov,ZŠ speciální Neratov,181054655,02693542,B00,Základní škola,Královéhradecký kraj,Rychnov nad Kněžnou,Bartošovice v Orlických horách,None 119,51761,24.0,16,skola@neratov.cz,,,"Sdružení Neratov, o.s.",5,Mgr. Bronislava Havlíková,2014-01-13,81090421.0,50.1639828,16.5477572,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5007
"Základní škola a Mateřská škola, Chotěvice, okres Trutnov",Základní škola a Mateřská škola,102578079,75018209,B00,Základní škola,Královéhradecký kraj,Trutnov,Chotěvice,None 74,54376,65.0,45,skola@zschotevice.cz,,,Obec Chotěvice,2,Mgr. Jana Pachlová,2005-01-01,2349370.0,50.5220549,15.7729536,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5008
"Základní škola a Mateřská škola Rasošky, okres Náchod",Základní škola a Mateřská škola,108024032,75016559,B00,Základní škola,Královéhradecký kraj,Náchod,Rasošky,None 172,55221,60.0,42,zs.rasosky@seznam.cz,,,Obec Rasošky,2,Mgr. Jakub Drbohlav,2005-01-01,7339283.0,50.3219134,15.9116685,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5009
"Základní škola a Praktická škola, Jičín",Základní škola a Praktická škola,181064341,71197281,C00,Střední škola,Královéhradecký kraj,Jičín,Jičín,None 12,50601,25.0,17,skola@zssoudna-jicin.cz,,,Královéhradecký kraj,7,Mgr. Petr Novotný,2014-11-25,25345028.0,49.5213663,18.0165763,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5010
Základní škola a Mateřská škola Orlické Záhoří,Základní škola a Mateřská škola,181042070,28859235,B00,Základní škola,Královéhradecký kraj,Rychnov nad Kněžnou,Orlické Záhoří,None 22,51764,15.0,10,zs.orlickezahori@email.cz,,,Obec Orlické Záhoří,2,Mgr. Monika Turková,2012-11-08,9870261.0,50.2789316,16.474882,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5011
"Dětský domov se školou, základní škola a školní jídelna, Horní Maršov, Temný Důl 16","Dětský domov se školou, ZŠ a ŠJ",110029593,60153628,B00,Základní škola,Královéhradecký kraj,Trutnov,Horní Maršov,None 16,54226,42.0,29,marek.tucek@ddshornimarsov.cz,,,"Ministerstvo školství, mládeže a tělovýchovy",1,Mgr. Marek Tuček,2005-01-01,2334437.0,50.6586744,15.8199838,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5012
"Základní škola a Mateřská škola, Probluz, okres Hradec Králové",Základní škola a Mateřská škola,102040851,75016753,B00,Základní škola,Královéhradecký kraj,Hradec Králové,Dolní Přím,None 27,50315,37.0,25,zsmsprobluz@dolni-prim.cz,,,Obec Dolní Přím,2,Mgr. Olga Marečková,2005-01-01,20324430.0,50.2396557,15.7081683,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5013
"Základní škola, Komenského, Jablonné v Podještědí, příspěvková organizace",Základní škola,110036697,71294171,B00,Základní škola,Liberecký kraj,Liberec,Jablonné v Podještědí,Komenského 453,47125,62.0,43,balazova@zspjablonne.cz,,,Město Jablonné v Podještědí,2,Mgr. Hana Balážová,2005-01-01,13039075.0,50.7677355,14.7552192,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5014
Montessori mateřská škola a základní škola s.r.o.,Montessori MŠ a ZŠ s.r.o.,181068346,03289681,B00,Základní škola,Královéhradecký kraj,Náchod,Náchod,Jiráskova 461,54701,55.0,38,urbanovska.pavla@zvonenka.cz,,,,5,Mgr. Pavla Urbanovská,2015-03-06,7444249.0,50.4160151,16.1572537,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5015
Základní škola Mraveniště,Základní škola Mraveniště,181076098,04762126,B00,Základní škola,Královéhradecký kraj,Trutnov,Velké Svatoňovice,None 113,54232,70.0,49,skola@domraveniste.cz,,,"Mraveniště, z.s.",5,Mgr. Eva Portychová,2016-01-05,2376750.0,50.5317412,16.0283758,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5016
"Základní škola a mateřská škola Lukavice, okres Chrudim","ZŠ a MŠ Lukavice, okres Chrudim",102130990,71009957,B00,Základní škola,Pardubický kraj,Chrudim,Lukavice,None 57,53821,64.0,44,pavlaseherova@centrum.cz,,,Obec Lukavice,2,Mgr. Pavla Seherová,2005-01-01,5191980.0,50.0602888,16.4820721,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5017
"Soukromá základní škola a mateřská škola, Úlibice, okres Jičín",Soukromá ZŠ a MŠ,181085399,05141265,B00,Základní škola,Královéhradecký kraj,Jičín,Úlibice,None 53,50707,28.0,19,ms.ulibice@centrum.cz,,,Mgr. Jana Vávrová,5,Mgr. Jana Vávrová,2017-03-30,1737589.0,50.4340955,15.4370103,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5018
Speciální základní škola Králíky,Speciální základní škola Králíky,102654140,61235105,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Králíky,Nábřežní 130,56169,56.0,39,zspkraliky@zspkraliky.cz,,,Pardubický kraj,7,Mgr. Iva Nesvadbová,2005-01-01,5609089.0,50.0844288,16.7635175,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5019
"Speciální základní škola, mateřská škola a praktická škola Ústí nad Orlicí","Speciální ZŠ, MŠ a praktická škola",181038897,70844755,C00,Střední škola,Pardubický kraj,Ústí nad Orlicí,Ústí nad Orlicí,Lázeňská 206,56201,24.0,16,zs.lazne@seznam.cz,,,Pardubický kraj,7,"Mgr. Bc. Jana Sejpková, DiS.",2012-08-22,24737771.0,49.9687627,16.3916689,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5020
Speciální základní škola a praktická škola Vysoké Mýto,Spec. základní škola a praktická škola,181087511,70851867,C00,Střední škola,Pardubický kraj,Ústí nad Orlicí,Vysoké Mýto,Rokycanova 761,56601,24.0,16,szsvm@seznam.cz,,,Pardubický kraj,7,Mgr. Alena Černá,2017-04-18,26940884.0,49.9503651,16.1540224,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5021
"Základní škola a Praktická škola, Dvůr Králové nad Labem, Přemyslova 479",Základní škola a  Praktická škola,108026761,60153351,C00,Střední škola,Královéhradecký kraj,Trutnov,Dvůr Králové nad Labem,Vrchlického 700,54401,48.0,33,info@zs-dk.cz,,,Královéhradecký kraj,7,Mgr. Jana Vojtěchová,2005-01-01,23093021.0,50.4436076,15.8160213,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5022
"Střední škola a Základní škola Sluneční, Hostinné",Střední škola a Základní škola,102590320,60154021,B00,Základní škola,Královéhradecký kraj,Trutnov,Hostinné,Mládežnická 329,54371,65.0,45,ou.hostinne@worldonline.cz,,,Královéhradecký kraj,7,Mgr. Zbyněk Rek,2005-01-01,2397609.0,50.5391976,15.7262275,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5023
"Základní škola logopedická a Mateřská škola logopedická, Choustníkovo Hradiště 161",ZŠ logopedická a MŠ logopedická,103378031,48623091,B00,Základní škola,Královéhradecký kraj,Trutnov,Choustníkovo Hradiště,None 181,54442,50.0,35,zslogo@specskola.cz,,,Královéhradecký kraj,7,Mgr. Helena Durstová,2005-01-01,2241617.0,50.4266565,15.87832,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5024
"Dětský domov, Základní škola speciální a Praktická škola, Jaroměř","DD, ZŠ speciální a Praktická škola",181064197,48623733,C00,Střední škola,Královéhradecký kraj,Náchod,Jaroměř,Palackého 142,55101,10.0,7,kaczmarkova@zsspecaddjaromer.cz,,,Královéhradecký kraj,7,Mgr. Taťána Kánská,2014-11-24,7274700.0,50.3571013,15.9283088,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5025
"Dětský domov, Základní škola speciální a Praktická škola, Jaroměř","DD, ZŠ speciální a Praktická škola",102718563,48623733,B00,Základní škola,Královéhradecký kraj,Náchod,Jaroměř,Palackého 142,55101,54.0,37,kaczmarkova@zsspecaddjaromer.cz,,,Královéhradecký kraj,7,Mgr. Taťána Kánská,2005-01-01,7274700.0,50.3571013,15.9283088,0,0.5,False,,0,27.5,0.0,0.0,15.0,7.5,5.0,PM,🟢 Poptávkové řízení — oslovit ASAP,C,5026
