nazev,nazev_zkrac,izo,ico,druh,druh_nazev,kraj,okres,obec,ulice,psc,kapacita,pocet_zaku,email,telefon,web,zrizovatel,zrizovatel_typ,reditel,datum_vzniku,rúian
Základní škola a mateřská škola Jeřabinka,ZŠ a MŠ Jeřabinka,181096358,03758702,B00,Základní škola,Ústecký kraj,Most,Litvínov,Sklářská 81,43542,144.0,100,info@skolajerabinka.cz,,,"Krušnohorská waldorfská iniciativa, z.s.",5,Mgr. Zuzana Štěpánová,2018-03-22,5141222.0
"Základní škola Turnov, Zborovská 519, příspěvková organizace","Základní škola, Turnov, Zborovská 519",110003802,71294180,B00,Základní škola,Liberecký kraj,Semily,Turnov,Zborovská 519,51101,100.0,70,info@zvsturnov.cz,,,Město Turnov,2,"Mgr. Vítězslav Šťastný, DiS.",2005-01-01,21583820.0
"Základní škola, Komenského, Jablonné v Podještědí, příspěvková organizace",Základní škola,110036697,71294171,B00,Základní škola,Liberecký kraj,Liberec,Jablonné v Podještědí,Komenského 453,47125,62.0,43,balazova@zspjablonne.cz,,,Město Jablonné v Podještědí,2,Mgr. Hana Balážová,2005-01-01,13039075.0
"Základní škola a Mateřská škola VIA LIBERTATIS, z.ú.","ZŠ a MŠ VIA LIBERTATIS, z.ú.",181066289,03198626,B00,Základní škola,Středočeský kraj,Mělník,Nelahozeves,Zagarolská 245,27751,62.0,43,info@vialibertatis.cz,,,,5,Mgr. Petra Vanžurová,2014-12-17,6185321.0
"Mezinárodní Montessori škola Olomouc - mateřská škola a základní škola, z.ú.","MMŠ Olomouc - MŠ a ZŠ, z.ú.",181111306,03681041,B00,Základní škola,Olomoucký kraj,Olomouc,Olomouc,Grégrova 302,77900,84.0,58,lukreciax@gmail.com,,,,5,Ing.arch. Lukrécia Lachmanová,2020-02-04,23304049.0
Gymnázium Pacov,Gymnázium Pacov,000584118,03620280,C00,Střední škola,Kraj Vysočina,Pelhřimov,Pacov,Hronova 1079,39501,200.0,140,gpacov@email.cz,,,Město Pacov,2,Mgr. Jana Šoustarová Beranová,2005-01-01,25914626.0
Základní škola ZaHRAda,Základní škola ZaHRAda,181066122,03798798,B00,Základní škola,Jihomoravský kraj,Brno-venkov,Tišnov,Bezručova 21,66601,140.0,98,info@skolazahrada.cz,,,Hnízdo - spolek pro komunitní vzdělávání,5,Mgr. Jiří Vorlíček,2014-12-15,13311808.0
Lesní mateřská škola a základní škola Devětsil,Lesní MŠ a ZŠ Devětsil,181066297,03652521,B00,Základní škola,Středočeský kraj,Praha-východ,Kamenice,Kostelecká 508,25168,50.0,35,info@skoladevetsil.cz,,,"Devětsil - prožitek a výchova v přírodě, z.s.",5,Mgr. František Zimmel,2014-12-17,14534479.0
"Waldorfská základní škola VÁŽKA, o.p.s.","Waldorfská základní škola VÁŽKA, o.p.s.",181066335,02562707,B00,Základní škola,Ústecký kraj,Litoměřice,Litoměřice,Jarošova 494,41201,160.0,112,zastupce@svobodnazs.cz,,,,5,Kristýna Brabcová,2014-12-17,2900238.0
Základní škola SMART,Základní škola SMART,181066343,03655091,B00,Základní škola,Ústecký kraj,Litoměřice,Roudnice nad Labem,Neklanova 1806,41301,145.0,101,reditel@skola-smart.cz,,,"Little Monkeys, z.s.",5,Mgr. Klára Koubská,2014-12-17,16869699.0
Základní škola Nika s.r.o.,Základní škola Nika s.r.o.,181066602,03739937,B00,Základní škola,Hlavní město Praha,CZ0104,Praha,Pošepného náměstí 2022,14800,320.0,224,jiri.hokes@skolanika.cz,,,,5,Mgr. Jiří Hokeš,2014-12-30,21845824.0
"Euroinstitut, praktická škola a odborné učiliště","Euroinstitut, PrŠ a OU",181068281,03855007,C00,Střední škola,Ústecký kraj,Louny,Panenský Týnec,None 166,43905,150.0,105,pavlina.hromadkova@euroinstitut.cz,,,Obecně prospěšná společnost Euroinstitut,5,Mgr. Michal Müller,2015-03-04,19915462.0
Montessori mateřská škola a základní škola s.r.o.,Montessori MŠ a ZŠ s.r.o.,181068346,03289681,B00,Základní škola,Královéhradecký kraj,Náchod,Náchod,Jiráskova 461,54701,55.0,38,urbanovska.pavla@zvonenka.cz,,,,5,Mgr. Pavla Urbanovská,2015-03-06,7444249.0
Základní škola Prameny,Základní škola Prameny,181069059,04084454,B00,Základní škola,Jihomoravský kraj,Vyškov,Vyškov,Palánek 374,68201,90.0,62,zitova.martina@gmail.com,,,Spolek ProDěti,5,"Mgr. Martina Zitová, PhD.",2015-04-14,25142925.0
Základní škola a Střední škola Donum Felix s.r.o.,ZŠ a SŠ Donum Felix s.r.o.,181113601,03466213,C00,Střední škola,Středočeský kraj,Kladno,Kladno,Petra Bezruče 3087,27201,30.0,21,info@donumfelix.cz,,,,5,Mgr. Jiří Bartoš,2020-07-07,1412159.0
Základní škola a Střední škola Donum Felix s.r.o.,ZŠ a SŠ Donum Felix s.r.o.,181069636,03466213,B00,Základní škola,Středočeský kraj,Kladno,Kladno,Petra Bezruče 3087,27201,110.0,77,info@donumfelix.cz,,,,5,Mgr. Jiří Bartoš,2015-05-14,1412159.0
"Základní škola B. J. Dlabače Cerhenice, příspěvková organizace",Základní škola B. J. Dlabače,002174359,71294236,B00,Základní škola,Středočeský kraj,Kolín,Cerhenice,Školská 280,28102,200.0,140,skola@skolacerhenice.cz,,,Městys Cerhenice,2,Mgr. Ivo Jelínek,2005-01-01,14451115.0
"Anglofonní základní škola, z.ú.","Anglofonní základní škola, z.ú.",181070634,04303881,B00,Základní škola,Hlavní město Praha,CZ01100,Praha,U Trezorky 921,15800,344.0,240,zdenek.dvorak@anglozs.cz,,,,5,"JUDr. Mgr. Zdeněk Dvořák, Ph.D.",2015-07-07,73936057.0
Základní škola Na Pohodu,Základní škola Na Pohodu,181070782,04295480,B00,Základní škola,Jihomoravský kraj,Hodonín,Hodonín,nám. B. Martinů 2951,69501,140.0,98,info@skolanapohodu.cz,,,"Kaleidoskop, z.s.",5,Mgr. Eva Drobečková,2015-07-14,23204648.0
"Heřmánek Praha, základní škola, gymnázium a střední pedagogická škola, školská právnická osoba","Heřmánek Praha, ZŠ, gymnázium a střední ped. škola",181119331,04288939,C00,Střední škola,Hlavní město Praha,CZ0108,Praha,Klapkova 731,18200,101.0,70,kancelar@prorodinu.cz,,,"Focus on education, o.p.s.",5,Ing. Petr Adamec,2021-02-05,22363955.0
"Heřmánek Praha, základní škola, gymnázium a střední pedagogická škola, školská právnická osoba","Heřmánek Praha, ZŠ, gymnázium a střední ped. škola",181071339,04288939,B00,Základní škola,Hlavní město Praha,CZ0108,Praha,Rajmonova 1199,18200,377.0,263,kancelar@prorodinu.cz,,,"Focus on education, o.p.s.",5,Ing. Petr Adamec,2015-08-03,22369236.0
Husova základní škola a mateřská škola SMĚROVKA,Husova ZŠ a MŠ SMĚROVKA,181081342,04379314,B00,Základní škola,Středočeský kraj,Praha-západ,Hostivice,Čsl. armády 19,25301,34.0,23,smerovka-hostivice@seznam.cz,,,Náboženská obec Církve československé husitské v Hostivici,6,Mgr. Markéta Slováčková,2016-08-25,12756831.0
"Základní škola Five Star Montessori, s.r.o.",Základní škola Five Star Montessori,181075016,02050439,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Lány 161,62500,120.0,84,alena.vinterova@fs-montessori.cz,,,,5,Mgr. Alena Vinterová,2015-11-26,19212241.0
"Základní škola a Mateřská škola Montessori Kampus, s.r.o.","ZŠ a MŠ Montessori Kampus, s.r.o.",181078392,03742725,B00,Základní škola,Jihočeský kraj,České Budějovice,České Budějovice,Husova tř. 685,37005,54.0,37,turkova.kristy@gmail.com,,,,5,Mgr. Kristýna Turková,2016-03-21,25040430.0
"ScioŠkola Brno Heršpice - základní škola, s.r.o.","ScioŠkola Brno Heršpice - ZŠ, s.r.o.",181075130,04774850,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Sokolova 145,61900,140.0,98,vitezslav.dohnal@scioskola.cz,,,,5,Mgr. Mirka Macháčková,2015-12-01,19400519.0
"Základní škola a mateřská škola Řevničov, příspěvková organizace",Základní škola a mateřská škola,181075521,71294252,B00,Základní škola,Středočeský kraj,Rakovník,Řevničov,Masarykova 211,27054,250.0,175,reditel@skolarevnicov.cz,,,Obec Řevničov,2,Mgr. Václav Řešátko,2015-12-11,8602379.0
Střední průmyslová škola TOS VARNSDORF s.r.o.,Střední prům. škola TOS VARNSDORF s.r.o.,181075849,04463978,C00,Střední škola,Ústecký kraj,Děčín,Varnsdorf,Říční 1774,40747,220.0,154,jiri.bajan@spstosvarnsdorf.cz,,,,5,Ing. Jiří Bajan,2015-12-18,179850.0
Základní škola Mraveniště,Základní škola Mraveniště,181076098,04762126,B00,Základní škola,Královéhradecký kraj,Trutnov,Velké Svatoňovice,None 113,54232,70.0,49,skola@domraveniste.cz,,,"Mraveniště, z.s.",5,Mgr. Eva Portychová,2016-01-05,2376750.0
"Základní škola a Mateřská škola, Emy Destinové 46, České Budějovice",Základní škola a Mateřská škola,181076101,04677773,B00,Základní škola,Jihočeský kraj,České Budějovice,České Budějovice,Emy Destinové 1138,37005,540.0,378,reditel@destinka.cz,,,Statutární město České Budějovice,2,Mgr. Bc. Dagmar Koubová,2016-01-15,23353490.0
"Základní škola a Mateřská škola, Nová 5, České Budějovice","ZŠ a MŠ, Nová 5, České Budějovice",181076110,04677722,B00,Základní škola,Jihočeský kraj,České Budějovice,České Budějovice,Nová 1871,37001,450.0,315,reditel@zsnovacb.cz,,,Statutární město České Budějovice,2,Mgr. Vladimíra Havlíčková,2016-01-14,23374926.0
"Montessori Institut, základní škola a mateřská škola, s.r.o.","Montessori Institut, ZŠ a MŠ, s.r.o.",181076233,04494482,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Krymská 399,62500,132.0,92,petra.komarkova@mintbrno.cz,,,,5,"Mgr. Petra Komárková, Ph.D.",2016-01-07,19562942.0
"ScioŠkola Praha Jarov - základní škola, s.r.o.","ScioŠkola Praha Jarov - ZŠ, s.r.o.",181076390,04775112,B00,Základní škola,Hlavní město Praha,CZ0103,Praha,V zahrádkách 2833,13000,160.0,112,praha3@scioskola.cz,,,,5,"Ing. Edita Klembasová, Ph.D.",2016-01-07,26044137.0
"Naše základní škola, z.ú.","Naše základní škola, z.ú.",181076454,04826043,B00,Základní škola,Středočeský kraj,Beroun,Liteň,Pode Zděmi 402,26727,144.0,100,jana.havlickova@naseskola.eu,,,,5,Ing. Jana Havlíčková,2016-01-07,22795537.0
Základní škola Na Radosti,Základní škola Na Radosti,181076462,05007984,B00,Základní škola,Kraj Vysočina,Žďár nad Sázavou,Žďár nad Sázavou,Husova 376,59101,100.0,70,info@skolanaradosti.cz,,,Spolek PlyneTo,5,Mgr. Petra Vykydalová Kupková,2016-01-11,30031206.0
Základní škola Těptín s.r.o.,Základní škola Těptín s.r.o.,181076471,04937007,B00,Základní škola,Středočeský kraj,Praha-východ,Kamenice,Jílovská 884,25168,119.0,83,zuzana.hryzbilova@skolateptin.cz,,,,5,Mgr. Bc. Zuzana Hryzbilová,2016-01-07,14538181.0
Základní škola TRNKA,Základní škola TRNKA,181076578,04707524,B00,Základní škola,Středočeský kraj,Příbram,Dobříš,Příbramská 938,26301,144.0,100,reditel@zstrnkadobris.cz,,,"Trnkový květ, z.s.",5,Ing. Jana Derflová,2016-01-11,12926205.0
Střední škola Euroinstitut v Karlovarském kraji,Střední škola Euroinstitut v Karlovar.kr,181076641,04720997,C00,Střední škola,Karlovarský kraj,Cheb,Aš,Plzeňská 1985,35201,120.0,84,karlovarsky@euroinstitut.cz,,,Obecně prospěšná společnost Euroinstitut,5,Mgr. Michal Müller,2016-01-12,11865369.0
"Základní škola, střední škola a mateřská škola V Oboře","ZŠ, SŠ a MŠ V Oboře",181141949,04743920,C00,Střední škola,Středočeský kraj,Mladá Boleslav,Bradlec,Na Výsluní 363,29306,40.0,28,paveljanecek_mb@centrum.cz,,,Ing. Pavel Janeček,5,Mgr. Jaroslava Tauchmanová,2024-01-23,81128851.0
"Základní škola, střední škola a mateřská škola V Oboře","ZŠ, SŠ a MŠ V Oboře",181076918,04743920,B00,Základní škola,Středočeský kraj,Mladá Boleslav,Bradlec,Na Výsluní 363,29306,90.0,62,paveljanecek_mb@centrum.cz,,,Ing. Pavel Janeček,5,Mgr. Jaroslava Tauchmanová,2016-01-22,81128851.0
"Základní škola Kairos, z.ú.","Základní škola Kairos, z.ú.",181076951,04435117,B00,Základní škola,Středočeský kraj,Praha-západ,Řevnice,nám. Krále Jiřího z Poděbrad 74,25230,54.0,37,info@skolakairos.cz,,,,5,Mgr. Hana Frydrichová,2016-01-22,6353819.0
"3. základní škola Heuréka, s.r.o.","3. základní škola Heuréka, s.r.o.",181077043,04428901,B00,Základní škola,Středočeský kraj,Praha-východ,Úvaly,Arnošta z Pardubic 16,25082,160.0,112,jkala@isheureka.cz,,,,5,Mgr. Stanislav Trykar,2016-01-29,27759351.0
Střední škola Euroinstitut v Olomouckém kraji,SŠ Euroinstitut v Olomouckém kraji,181077051,04778847,C00,Střední škola,Olomoucký kraj,Přerov,Dřevohostice,Školní 355,75114,150.0,105,olomoucky@euroinstitut.cz,,,Obecně prospěšná společnost Euroinstitut,5,Mgr. Michal Müller,2016-02-03,11070234.0
"Střední škola a základní škola Sulice, příspěvková organizace",Střední škola a základní škola,181141931,71294554,C00,Střední škola,Středočeský kraj,Praha-východ,Sulice,Školní 343,25168,200.0,140,reditel@zssulice.cz,,,Obec Sulice,2,Mgr. Josef Kabele,2024-01-22,73975893.0
"Střední škola a základní škola Sulice, příspěvková organizace",Střední škola a základní škola,181077116,71294554,B00,Základní škola,Středočeský kraj,Praha-východ,Sulice,Školní 343,25168,630.0,441,reditel@zssulice.cz,,,Obec Sulice,2,Mgr. Josef Kabele,2016-02-04,73975893.0
Základní škola Erudio Orlicko,Základní škola Erudio Orlicko,181077159,04789954,B00,Základní škola,Pardubický kraj,Ústí nad Orlicí,Žamberk,Velký Hájek 1554,56401,80.0,56,skola@program-erudio.cz,,,"JUDr. Ing. Zdeněk Kapitán, Ph.D.",5,Ing. Táňa Pavlišová,2016-02-08,76826961.0
Základní škola V Pohybu,Základní škola V Pohybu,181077264,04801601,B00,Základní škola,Pardubický kraj,Pardubice,Ráby,None 151,53352,120.0,84,info@zsvpohybu.cz,,,"Mgr. Bc. Tereza Bartheldi, MPA",5,Mgr. Kateřina Gieslerová,2016-02-10,7583354.0
"ScioŠkola Olomouc - základní škola, s.r.o.","ScioŠkola Olomouc-základní škola, s.r.o.",181077442,04774485,B00,Základní škola,Olomoucký kraj,Olomouc,Olomouc,Horní náměstí 285,77900,170.0,118,lukas.neubert@scioskola.cz,,,,5,Mgr.  Šárka Štveráková,2016-02-16,23320931.0
"Soukromá základní škola Dobré nálady, školská právnická osoba",Soukromá základní škola Dobré nálady,181077485,04999738,B00,Základní škola,Olomoucký kraj,Olomouc,Olomouc,Vančurova 713,77900,144.0,100,info@zsdobrenalady.cz,,,Mgr. Jana Zahradníčková,5,Mgr. Tereza Jurášová,2016-02-16,23324473.0
Základní škola ŠKOLAMYŠL,Základní škola ŠKOLAMYŠL,181077701,04840704,B00,Základní škola,Pardubický kraj,Svitavy,Litomyšl,B. Němcové 150,57001,118.0,82,radka.renzova@skolamysl.cz,,,"Školamyšl, z.s.",5,"Mgr. Radoslava Renzová, DiS.",2016-02-24,1902415.0
Základní škola a gymnázium AVIDA s.r.o.,Základní škola a  gymnázium AVIDA s.r.o.,250002035,04101383,C00,Střední škola,Hlavní město Praha,CZ01100,Praha,Poláčkova 1067,14000,18.0,12,zs@skolyavida.cz,,,,5,Petra Šlencová Bílská,2025-01-22,21867925.0
Základní škola a gymnázium AVIDA s.r.o.,Základní škola a  gymnázium AVIDA s.r.o.,181077825,04101383,B00,Základní škola,Hlavní město Praha,CZ0104,Praha,Poláčkova 1067,14000,54.0,37,zs@skolyavida.cz,,,,5,Petra Šlencová Bílská,2016-03-02,21867925.0
Soukromá základní škola OPTIMA s.r.o.,Soukromá základní škola OPTIMA s.r.o.,181078031,04677846,B00,Základní škola,Ústecký kraj,Most,Most,Albrechtická 414,43401,120.0,84,szsoptima@gmail.com,,,,5,Mgr. Marcela Černá,2016-03-09,5086701.0
Soukromá střední škola zemědělská s.r.o.,Soukromá střední škola zemědělská s.r.o.,181078988,04356217,C00,Střední škola,Kraj Vysočina,Třebíč,Budišov,None 221,67503,110.0,77,info@agroskola.eu,,,,5,Ing. Martin Bochníček,2016-05-10,2685710.0
"Soukromá základní škola a mateřská škola, Úlibice, okres Jičín",Soukromá ZŠ a MŠ,181085399,05141265,B00,Základní škola,Královéhradecký kraj,Jičín,Úlibice,None 53,50707,28.0,19,ms.ulibice@centrum.cz,,,Mgr. Jana Vávrová,5,Mgr. Jana Vávrová,2017-03-30,1737589.0
ZÁKLADNÍ ŠKOLA PROSPERITY,ZÁKLADNÍ ŠKOLA PROSPERITY,181079216,05094518,B00,Základní škola,Středočeský kraj,Kolín,Nová Ves I,Václavské náměstí 33,28002,80.0,56,skola@zsprosperity.cz	,,,Mgr. et Mgr. Dita Nastoupilová,5,Mgr. Tomáš Ort,2016-05-19,2415623.0
"2. základní škola Heuréka, s.r.o.","2. základní škola Heuréka, s.r.o.",181079739,04428757,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Hlinky 41,60300,120.0,84,info@zsheureka.cz,,,,5,Mgr. Richard Jurečka,2016-06-22,19140771.0
"Smart Academia základní škola, s.r.o.","Smart Academia základní škola, s.r.o.",181080354,04936442,B00,Základní škola,Středočeský kraj,Praha-západ,Hostivice,Pionýrů 79,25301,65.0,45,pavel.sebek@smart-academia.cz,,,,5,Mgr. Bc. Radka Mejtská,2016-07-26,12757446.0
"Základní škola, Mateřská škola a Základní umělecká škola Votice, příspěvková organizace","ZŠ, MŠ a ZUŠ",102002690,71294520,B00,Základní škola,Středočeský kraj,Benešov,Votice,Pražská 235,25901,680.0,475,skola@skolavotice.cz,,,Město Votice,2,Mgr. Marcela Kratochvílová,2005-01-01,3118584.0
"Gymnázium Kodaňská a Střední odborná škola, a.s.","Gymnázium Kodaňská a SOŠ, a.s.",049704397,04235380,C00,Střední škola,Hlavní město Praha,CZ010A,Praha,Kodaňská 54,10100,520.0,364,studijni@gymnaziumkodanska.cz,,,,5,Ing.  Romana Plocková,2005-01-01,21771341.0
"LABYRINTH - gymnázium a základní škola, s.r.o.","LABYRINTH - gymnázium a ZŠ, s.r.o.",181128667,03972071,C00,Střední škola,Jihomoravský kraj,Brno-město,Brno,Technická 2998,61600,100.0,70,svozil@labyrinthschool.cz,,,,5,"RNDr. Břetislav Svozil, Ph.D.",2022-05-11,26740281.0
"LABYRINTH - gymnázium a základní škola, s.r.o.","LABYRINTH - gymnázium a ZŠ, s.r.o.",181080729,03972071,B00,Základní škola,Jihomoravský kraj,Brno-město,Brno,Technická 2998,61600,420.0,294,svozil@labyrinthschool.cz,,,,5,"RNDr. Břetislav Svozil, Ph.D.",2016-08-04,26740281.0
"Základní škola a Mateřská škola Město Libavá, příspěvková organizace",Základní škola a Mateřská škola,102320527,05388864,B00,Základní škola,Olomoucký kraj,Olomouc,Město Libavá,Náměstí 150,78307,300.0,210,sestakoval@seznam.cz,,,Obec Město Libavá,2,Mgr. Alena Polesová,2005-01-01,16195019.0
"Základní škola a mateřská škola Loučka, okres Vsetín, příspěvková organizace",Základní škola a mateřská škola Loučka,047658274,05292930,B00,Základní škola,Zlínský kraj,Vsetín,Loučka,None 188,75644,172.0,120,zsloucka@zsloucka.cz,,,Obec Loučka,2,Mgr. Šárka Navrátilová,2005-01-01,21646953.0
"Základní škola a Střední škola Otevřeno, z. ú.","Základní škola a Střední škola Otevřeno, z. ú.",250001918,04144449,C00,Střední škola,Středočeský kraj,Mladá Boleslav,Benátky nad Jizerou,Pražská 760,29471,60.0,42,info@skola-otevreno.cz,,,,5,"Mgr. Marek Fajfr, Ph.D.",2025-01-17,42561027.0
"Základní škola a Střední škola Otevřeno, z. ú.","Základní škola a Střední škola Otevřeno, z. ú.",181081601,04144449,B00,Základní škola,Středočeský kraj,Mladá Boleslav,Benátky nad Jizerou,Pražská 161,29471,189.0,132,info@skola-otevreno.cz,,,,5,"Mgr. Marek Fajfr, Ph.D.",2016-08-30,21287449.0
Česko-anglická Montessori základní škola a mateřská škola IDEA s.r.o.,Česko-ang.Montessori ZŠ a MŠ IDEA s.r.o.,181095394,05638496,B00,Základní škola,Středočeský kraj,Praha-východ,Líbeznice,Měšická 322,25065,18.0,12,info@skola-idea.cz,,,,5,Bc. Lucie Kubínová,2018-01-29,12652971.0
